track_name,artist(s)_name,artist_count,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,major_key,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,key_none
I Was Never There,"The Weeknd, Gesaffelstein",2,705469769,114,32,17,74,14,0,17,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,34502215,145,54,19,48,36,0,37,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shut Down,BLACKPINK,1,482175240,110,82,67,69,0,0,18,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gato de Noche,"Nengo Flow, Bad Bunny",2,304118600,94,89,61,66,17,0,36,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Call Out My Name,The Weeknd,1,1449799467,134,45,17,60,21,0,33,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Like Crazy (English Version),Jimin,1,173627354,120,62,32,76,0,0,39,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,90025258,123,70,86,68,24,0,11,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sunroof,"Nicky Youre, Dazy",2,652704649,131,77,84,71,35,0,15,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lose Yourself - Soundtrack Version,Eminem,1,1829992958,171,70,6,73,1,0,36,26,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Superman,"Eminem, Dina Rae",2,655466831,130,80,64,76,2,0,20,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,146409671,94,82,53,67,34,0,9,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
People Pt.2 (feat. IU),"IU, Agust D",2,95816024,89,73,44,57,39,0,32,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
REMIX EXCLUSIVO,Feid,1,117206995,87,65,71,56,4,0,15,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,100409613,124,72,79,78,55,0,15,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOGTOOTH,"Tyler, The Creator",2,80758350,78,71,80,65,51,0,22,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10:35,"Tiï¿½ï¿½sto, Tate M",2,325592432,120,70,70,79,7,0,18,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SORRY NOT SORRY,"Tyler, The Creator",2,58473276,96,48,50,80,40,0,37,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HAPPY,NF,1,52722996,106,73,22,86,31,0,12,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
La Bebe,Yng Lvcas,1,191945597,170,78,75,46,62,0,12,35,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,77377503,134,67,11,76,8,47,30,7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Late Night Talking,Harry Styles,1,743693613,115,71,90,73,30,0,11,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leï¿½,Marï¿½ï¿½lia Mendo,1,267789608,130,74,79,87,45,0,30,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,1221813483,118,65,63,79,3,0,10,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Something in the Orange,Zach Bryan,1,449701773,110,59,22,38,42,0,12,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
VOID,Melanie Martinez,1,67070410,100,72,42,66,18,4,19,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,116334601,142,70,76,79,26,0,11,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Midnight Rain,Taylor Swift,1,433356509,140,64,18,37,72,0,12,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
If We Ever Broke Up,Mae Stephens,1,165584767,116,90,96,73,62,0,9,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
You Proof,Morgan Wallen,1,367814306,120,73,64,85,25,0,61,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA INOCENTE,"Feid, Mora",2,477033549,92,76,46,79,31,0,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Malas Decisiones,Kenia OS,1,156214700,110,81,64,79,5,0,31,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Murder In My Mind,Kordhell,1,448843705,120,71,57,97,1,0,13,11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gangsta's Paradise,"Coolio, L.V.",2,1357608774,80,63,40,61,9,0,56,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CAIRO,"Karol G, Ovy On The Drums",2,294352144,115,95,43,69,47,0,9,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I Love You So,The Walters,1,972164968,76,58,46,67,65,0,13,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Red,Steve Lacy,1,920045682,172,60,77,78,45,0,12,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Say You Won't Let Go,James Arthur,1,2420461338,99,40,45,56,69,0,9,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hills,The Weeknd,1,1947371785,136,36,12,57,9,0,14,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Heart To Heart,Mac DeMarco,1,244658767,150,90,64,14,67,35,11,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Peaches (from The Super Mario Bros. Movie),Jack Black,1,68216992,92,71,41,31,79,0,10,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,223582566,95,77,72,87,17,0,7,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,471819764,102,83,58,83,21,0,10,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Low,SZA,1,272377463,145,70,34,55,43,0,16,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Numb,Linkin Park,1,1361425037,110,50,24,86,0,0,64,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,149778242,95,64,30,77,46,0,38,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
on the street (with J. Cole),"j-hope, J. Cole",2,116599790,94,68,81,82,53,0,9,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Thing At A Time,Morgan Wallen,1,148469433,142,61,92,91,0,0,26,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Miss You,"Robin Schulz, Oliver Tree",2,497225336,145,59,20,74,1,0,15,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,88791109,121,64,67,80,0,0,36,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,125917280,140,66,43,76,49,0,12,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,105062254,137,84,44,67,8,0,11,6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everything I Love,Morgan Wallen,1,95623148,104,56,72,85,0,0,15,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Heaven,Niall Horan,1,144584800,92,57,68,76,7,0,33,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LET GO,Central Cee,1,298063749,146,74,51,45,86,0,21,38,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sial,Mahalini,1,166570053,120,56,20,43,89,0,12,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Wrote The Book,Morgan Wallen,1,83021468,144,68,83,81,9,0,8,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,139836056,94,59,44,56,80,0,6,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPIT IN MY FACE!,ThxSoMch,1,303216294,94,73,65,79,5,2,11,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,221409663,113,79,66,74,8,0,11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,58890931,148,50,49,76,12,0,12,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Red Ruby Da Sleeze,Nicki Minaj,1,81419389,98,70,29,73,12,0,11,26,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahani Suno 2.0,Kaifi Khalil,1,156777415,140,58,26,38,91,0,10,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nobody Gets Me,SZA,1,284908316,100,36,28,28,81,0,18,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PERO Tï¿,"Karol G, Quevedo",2,93438910,140,86,68,79,39,0,11,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hype Boy,NewJeans,1,363472647,100,59,78,94,27,0,29,23,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bloody Mary,Lady Gaga,1,372476382,100,59,49,65,2,0,13,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monotonï¿½,"Ozuna, Shakira",2,380726517,132,87,82,70,42,0,21,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ýýý98 Braves,Morgan Wallen,1,56533272,142,49,48,67,10,0,26,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANDA,Quevedo,1,175399345,176,72,96,63,25,0,21,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Thought You Should Know,Morgan Wallen,1,203221468,140,53,51,70,49,0,14,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
In The End,Linkin Park,1,1624165576,105,55,40,90,1,0,32,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zona De Perigo,Leo Santana,1,134294498,135,81,97,77,75,0,35,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lovezinho,Treyce,1,70069745,128,82,61,59,30,0,12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,609293408,101,74,43,69,12,0,12,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Neverita,Bad Bunny,1,671365962,122,88,43,50,7,0,14,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vista Al Mar,Quevedo,1,362361576,105,76,49,56,80,12,10,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,93587665,83,53,40,36,73,0,11,33,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,1223481149,77,72,59,76,24,0,42,28,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenge,XXXTENTACION,1,1022258230,140,75,18,25,78,0,11,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,263453310,158,65,72,95,31,0,92,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA CANCIï¿½,"J Balvin, Bad Bunny",2,1435127549,176,75,43,65,15,0,11,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,236857112,98,73,88,57,56,0,5,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Love Again,The Kid Laroi,1,147538971,107,66,47,40,72,0,11,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
After Hours,The Weeknd,1,698086140,109,66,16,57,10,1,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
About Damn Time,Lizzo,1,723894473,109,84,72,74,10,0,34,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Born With A Beer In My Hand,Morgan Wallen,1,34450974,148,53,61,81,5,0,36,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,403097450,158,60,52,76,17,0,19,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,309483971,94,74,64,73,6,0,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Maan Meri Jaan,King,1,319566866,96,70,40,51,35,0,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Moscow Mule,Bad Bunny,1,909001996,100,80,29,67,29,0,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
My Universe,"Coldplay, BTS",2,1061966512,105,58,42,68,1,0,14,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,32526947,125,53,32,66,38,0,9,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LLYLM,ROSALï¿½,1,124988687,170,56,56,63,13,0,19,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,103787664,115,70,84,90,17,0,41,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRUSTFALL,P!nk,1,134255790,122,64,25,89,0,0,15,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ANTIFRAGILE,LE SSERAFIM,1,301051721,105,88,82,80,8,0,11,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy's a liar,PinkPantheress,1,156338624,133,66,74,84,25,0,21,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,152850295,100,79,60,68,7,0,26,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shirt,SZA,1,309653982,120,82,55,45,15,3,9,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,297328960,177,25,17,30,90,0,13,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,332506354,142,64,31,72,15,0,9,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sex, Drugs, Etc.",Beach Weather,1,480507035,144,57,47,84,1,1,52,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Boy With Luv (feat. Halsey),"Halsey, BTS",2,1065580332,120,65,80,86,9,0,19,10,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hey, Mickey!",Baby Tate,1,122763672,135,92,73,51,55,0,15,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calm Down,Rï¿½ï,1,445763624,107,81,82,78,38,0,12,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,1365184,105,82,62,74,10,0,33,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escapism. - Sped Up,"RAYE, 070 Shake",2,184308753,108,44,38,77,9,0,9,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Space Song,Beach House,1,789753877,147,51,62,79,22,13,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,323358833,115,71,34,88,16,0,44,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Te Felicito,"Shakira, Rauw Alejandro",2,606361689,174,70,57,64,23,0,8,32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,120972253,90,68,83,71,3,0,31,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TV,Billie Eilish,1,338564981,141,41,9,25,84,1,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I'm Not The Only One,Sam Smith,1,1606986953,82,68,50,49,56,0,8,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Heather,Conan Gray,1,1301799902,92,47,25,43,62,0,32,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,140187018,116,77,65,80,6,0,15,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,1897517891,124,79,59,86,4,0,8,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sugar Rush Ride,TOMORROW X TOGETHER,1,107642809,125,71,83,89,1,0,17,9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink Venom,BLACKPINK,1,551305895,90,80,71,69,2,0,27,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,556585270,83,46,34,64,31,0,7,34,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don't Start Now,Dua Lipa,1,2303033973,124,79,68,79,1,0,10,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
After Dark,Mr.Kitty,1,646886885,140,58,4,60,7,41,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,222612678,154,64,61,91,15,0,72,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,1814349763,150,74,89,70,2,0,5,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDDLE OF THE NIGHT,Elley Duhï¿,1,872137015,186,41,9,61,2,0,12,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Atlantis,Seafret,1,571386359,166,40,23,48,5,0,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,304079786,107,87,20,83,0,4,31,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,174006928,87,87,52,52,31,0,28,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
How Do I Say Goodbye,Dean Lewis,1,284785823,82,40,39,64,21,0,7,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Blind,SZA,1,163284000,114,46,60,28,91,0,21,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Die For You,Joji,1,246390068,148,47,15,52,38,13,29,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Doja,Central Cee,1,482257456,140,91,97,57,38,0,40,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gatita,Bellakath,1,168684524,101,90,76,81,15,24,33,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rumble,"Skrillex, Flowdan, Fred again..",3,78489819,140,81,6,84,5,23,6,6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,195516622,88,49,24,66,19,0,18,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Yonaguni,Bad Bunny,1,1260594497,180,64,44,65,28,0,14,12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Freaky Girl,Nicki Minaj,1,428685680,133,95,91,89,6,0,31,24,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Running Up That Hill (A Deal With God),Kate Bush,1,1024858327,108,63,20,55,72,0,6,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dream On,Aerosmith,1,838586769,80,39,24,43,39,0,23,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Limbo,Freddie Dredd,1,199386237,75,80,46,62,3,6,11,46,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Where Are You Now,"Lost Frequencies, Calum Scott",2,972509632,121,67,26,64,52,0,17,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WORTH NOTHING,"Twisted, Oliver Tree",2,213438580,140,58,17,62,18,0,20,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad Habits,Ed Sheeran,1,1555511105,126,81,59,90,5,0,36,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KICK BACK,Kenshi Yonezu,1,210038833,102,58,29,94,0,0,9,11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,227918678,82,70,31,34,60,1,11,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good Days,SZA,1,826623384,121,46,53,78,23,0,72,6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,1802514301,103,70,92,83,1,0,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
